adminyear,org_code,DistrictName,SchoolName,grade,group,eadv_num,eadv_per,epro_num,epro_per,eni_num,eni_per,ewf_num,ewf_per,madv_num,madv_per,mpro_num,mpro_per,mni_num,mni_per,mwf_num,mwf_per,etotal,mtotal
2008,490035,Cambridge,King Open,3,Non-Low Income,4,15,14,54,7,27,1,4,3,12,16,62,6,23,1,4,26,26
2008,490035,Cambridge,King Open,3,Low Income,0,0,5,28,6,33,7,39,0,0,3,17,7,39,8,44,18,18
2008,490035,Cambridge,King Open,3,Male,2,9,10,43,6,26,5,22,3,13,8,35,4,17,8,35,23,23
2008,490035,Cambridge,King Open,3,Female,2,10,9,43,7,33,3,14,0,0,11,52,9,43,1,5,21,21
2008,490035,Cambridge,King Open,3,White,2,9,12,55,5,23,3,14,3,14,13,59,3,14,3,14,22,22
2008,490035,Cambridge,King Open,3,Special Ed,0,0,3,21,4,29,7,50,0,0,3,21,4,29,7,50,14,14
2008,490035,Cambridge,King Open,3,Non-Title 1,4,9,19,43,13,30,8,18,3,7,19,43,13,30,9,20,44,44
2008,490040,Cambridge,Kennedy-Longfellow,3,All Students,0,0,8,38,12,57,1,5,6,29,10,48,5,24,0,0,21,21
2008,490040,Cambridge,Kennedy-Longfellow,3,Low Income,0,0,4,31,8,62,1,8,3,23,6,46,4,31,0,0,13,13
2008,490040,Cambridge,Kennedy-Longfellow,3,Male,0,0,4,31,8,62,1,8,3,23,5,38,5,38,0,0,13,13
2008,490040,Cambridge,Kennedy-Longfellow,3,Black,0,0,3,30,7,70,0,0,2,20,5,50,3,30,0,0,10,10
2008,490040,Cambridge,Kennedy-Longfellow,3,Title 1,0,0,8,38,12,57,1,5,6,29,10,48,5,24,0,0,21,21
2008,490045,Cambridge,Morse,3,All Students,11,30,15,41,8,22,3,8,7,19,14,38,9,24,7,19,37,37
2008,490045,Cambridge,Morse,3,Non-Low Income,10,38,11,42,4,15,1,4,6,23,12,46,6,23,2,8,26,26
2008,490045,Cambridge,Morse,3,Low Income,1,9,4,36,4,36,2,18,1,9,2,18,3,27,5,45,11,11
2008,490045,Cambridge,Morse,3,Male,5,26,7,37,5,26,2,11,4,21,8,42,3,16,4,21,19,19
2008,490045,Cambridge,Morse,3,Female,6,33,8,44,3,17,1,6,3,17,6,33,6,33,3,17,18,18
2008,490045,Cambridge,Morse,3,White,5,29,10,59,2,12,0,0,5,29,7,41,2,12,3,18,17,17
2008,490045,Cambridge,Morse,3,Special Ed,0,0,2,20,5,50,3,30,1,10,1,10,4,40,4,40,10,10
2008,490045,Cambridge,Morse,3,Title 1,11,30,15,41,8,22,3,8,7,19,14,38,9,24,7,19,37,37
2008,490050,Cambridge,Peabody,3,All Students,8,24,10,30,9,27,6,18,16,48,6,18,8,24,3,9,33,33
2008,490050,Cambridge,Peabody,3,Non-Low Income,6,38,6,38,3,19,1,6,9,56,4,25,1,6,2,13,16,16
2008,490050,Cambridge,Peabody,3,Low Income,2,12,4,24,6,35,5,29,7,41,2,12,7,41,1,6,17,17
2008,490050,Cambridge,Peabody,3,Male,4,19,6,29,8,38,3,14,9,43,4,19,5,24,3,14,21,21
2008,490050,Cambridge,Peabody,3,Female,4,33,4,33,1,8,3,25,7,58,2,17,3,25,0,0,12,12
2008,490050,Cambridge,Peabody,3,Black,2,11,4,22,6,33,6,33,5,28,4,22,7,39,2,11,18,18
2008,490050,Cambridge,Peabody,3,White,5,50,4,40,1,10,0,0,8,80,1,10,1,10,0,0,10,10
2008,490050,Cambridge,Peabody,3,Special Ed,0,0,1,9,4,36,6,55,0,0,0,0,8,73,3,27,11,11
2008,490050,Cambridge,Peabody,3,Title 1,8,24,10,30,9,27,6,18,16,48,6,18,8,24,3,9,33,33
2008,490065,Cambridge,John M Tobin,3,All Students,1,7,6,40,6,40,2,13,8,53,3,20,2,13,2,13,15,15
2008,490065,Cambridge,John M Tobin,3,Female,1,10,5,50,2,20,2,20,6,60,1,10,1,10,2,20,10,10
2008,490065,Cambridge,John M Tobin,3,Title 1,1,7,6,40,6,40,2,13,8,53,3,20,2,13,2,13,15,15
2008,490080,Cambridge,Graham and Parks,3,All Students,12,29,20,49,5,12,4,10,22,54,8,20,7,17,4,10,41,41
2008,490080,Cambridge,Graham and Parks,3,Non-Low Income,11,35,16,52,4,13,0,0,19,61,8,26,4,13,0,0,31,31
2008,490080,Cambridge,Graham and Parks,3,Low Income,1,10,4,40,1,10,4,40,3,30,0,0,3,30,4,40,10,10
2008,490080,Cambridge,Graham and Parks,3,Male,3,17,10,56,3,17,2,11,9,50,4,22,3,17,2,11,18,18
2008,490080,Cambridge,Graham and Parks,3,Female,9,39,10,43,2,9,2,9,13,57,4,17,4,17,2,9,23,23
2008,490080,Cambridge,Graham and Parks,3,White,9,41,12,55,1,5,0,0,14,64,5,23,2,9,1,5,22,22
2008,490080,Cambridge,Graham and Parks,3,Non-Title 1,12,29,20,49,5,12,4,10,22,54,8,20,7,17,4,10,41,41
2008,490090,Cambridge,Fletcher/Maynard Academy,3,All Students,0,0,5,29,10,59,2,12,0,0,4,24,9,53,4,24,17,17
2008,490090,Cambridge,Fletcher/Maynard Academy,3,Low Income,0,0,4,33,7,58,1,8,0,0,3,25,7,58,2,17,12,12
2008,490090,Cambridge,Fletcher/Maynard Academy,3,Black,0,0,4,40,4,40,2,20,0,0,2,20,6,60,2,20,10,10
2008,490090,Cambridge,Fletcher/Maynard Academy,3,Title 1,0,0,5,29,10,59,2,12,0,0,4,24,9,53,4,24,17,17
2009,490005,Cambridge,Maria L. Baldwin,3,All Students,12,32,13,34,12,32,1,3,13,34,18,47,7,18,0,0,38,38
2009,490005,Cambridge,Maria L. Baldwin,3,Non-Low Income,12,48,7,28,5,20,1,4,11,44,12,48,2,8,0,0,25,25
2009,490005,Cambridge,Maria L. Baldwin,3,Low Income,0,0,6,46,7,54,0,0,2,15,6,46,5,38,0,0,13,13
2009,490005,Cambridge,Maria L. Baldwin,3,Male,7,28,6,24,11,44,1,4,5,20,16,64,4,16,0,0,25,25
2009,490005,Cambridge,Maria L. Baldwin,3,Female,5,38,7,54,1,8,0,0,8,62,2,15,3,23,0,0,13,13
2009,490005,Cambridge,Maria L. Baldwin,3,Black,0,0,7,44,8,50,1,6,2,13,7,44,7,44,0,0,16,16
2009,490005,Cambridge,Maria L. Baldwin,3,White,8,57,4,29,2,14,0,0,9,64,5,36,0,0,0,0,14,14
2009,490005,Cambridge,Maria L. Baldwin,3,Non-Title 1,12,32,13,34,12,32,1,3,13,34,18,47,7,18,0,0,38,38
2009,490006,Cambridge,Amigos School,3,All Students,3,11,9,32,12,43,4,14,6,21,5,18,10,36,7,25,28,28
2009,490006,Cambridge,Amigos School,3,Non-Low Income,3,20,5,33,6,40,1,7,5,33,2,13,6,40,2,13,15,15
2009,490006,Cambridge,Amigos School,3,Low Income,0,0,4,31,6,46,3,23,1,8,3,23,4,31,5,38,13,13
2009,490006,Cambridge,Amigos School,3,Male,2,18,3,27,4,36,2,18,3,27,1,9,4,36,3,27,11,11
2009,490006,Cambridge,Amigos School,3,Female,1,6,6,35,8,47,2,12,3,18,4,24,6,35,4,24,17,17
2009,490006,Cambridge,Amigos School,3,Hispanic/Latino,0,0,4,29,8,57,2,14,0,0,3,21,8,57,3,21,14,14
2009,490006,Cambridge,Amigos School,3,White,3,30,4,40,2,20,1,10,5,50,1,10,1,10,3,30,10,10
2009,490006,Cambridge,Amigos School,3,Title 1,3,11,9,32,12,43,4,14,6,21,5,18,10,36,7,25,28,28
2009,490007,Cambridge,Cambridgeport,3,All Students,4,15,14,52,8,30,1,4,5,18,10,36,11,39,2,7,27,28
2009,490007,Cambridge,Cambridgeport,3,Non-Low Income,4,27,11,73,0,0,0,0,4,27,8,53,3,20,0,0,15,15
2009,490007,Cambridge,Cambridgeport,3,Low Income,0,0,3,25,8,67,1,8,1,8,2,15,8,62,2,15,12,13
2009,490007,Cambridge,Cambridgeport,3,Male,1,9,6,55,4,36,0,0,2,17,4,33,5,42,1,8,11,12
2009,490007,Cambridge,Cambridgeport,3,Female,3,19,8,50,4,25,1,6,3,19,6,38,6,38,1,6,16,16
2009,490007,Cambridge,Cambridgeport,3,White,2,17,8,67,2,17,0,0,2,17,6,50,3,25,1,8,12,12
2009,490007,Cambridge,Cambridgeport,3,Non-Title 1,4,15,14,52,8,30,1,4,5,18,10,36,11,39,2,7,27,28
2009,490020,Cambridge,Haggerty,3,All Students,4,12,18,55,4,12,7,21,2,6,16,48,9,27,6,18,33,33
2009,490020,Cambridge,Haggerty,3,Non-Low Income,4,16,16,64,4,16,1,4,1,4,16,64,7,28,1,4,25,25
2009,490020,Cambridge,Haggerty,3,Male,0,0,8,47,4,24,5,29,0,0,6,35,7,41,4,24,17,17
2009,490020,Cambridge,Haggerty,3,Female,4,25,10,63,0,0,2,13,2,13,10,63,2,13,2,13,16,16
2009,490020,Cambridge,Haggerty,3,White,4,22,11,61,2,11,1,6,1,6,11,61,5,28,1,6,18,18
2009,490020,Cambridge,Haggerty,3,Special Ed,0,0,4,40,1,10,5,50,0,0,2,20,3,30,5,50,10,10
2009,490020,Cambridge,Haggerty,3,Non-Title 1,4,12,18,55,4,12,7,21,2,6,16,48,9,27,6,18,33,33
2009,490030,Cambridge,Martin Luther King Jr.,3,All Students,1,3,11,37,13,43,5,17,5,17,10,33,7,23,8,27,30,30
2009,490030,Cambridge,Martin Luther King Jr.,3,Non-Low Income,1,8,7,54,3,23,2,15,5,38,3,23,4,31,1,8,13,13
2009,490030,Cambridge,Martin Luther King Jr.,3,Low Income,0,0,4,24,10,59,3,18,0,0,7,41,3,18,7,41,17,17
2009,490030,Cambridge,Martin Luther King Jr.,3,Male,0,0,6,43,7,50,1,7,2,14,5,36,5,36,2,14,14,14
2009,490030,Cambridge,Martin Luther King Jr.,3,Female,1,6,5,31,6,38,4,25,3,19,5,31,2,13,6,38,16,16
2009,490030,Cambridge,Martin Luther King Jr.,3,Black,0,0,5,33,7,47,3,20,2,13,4,27,3,20,6,40,15,15
2009,490030,Cambridge,Martin Luther King Jr.,3,Title 1,1,3,11,37,13,43,5,17,5,17,10,33,7,23,8,27,30,30
2009,490035,Cambridge,King Open,3,All Students,6,13,20,43,17,36,4,9,14,30,20,43,12,26,1,2,47,47
2009,490035,Cambridge,King Open,3,Non-Low Income,5,23,13,59,4,18,0,0,10,45,11,50,1,5,0,0,22,22
2009,490035,Cambridge,King Open,3,Low Income,1,4,7,28,13,52,4,16,4,16,9,36,11,44,1,4,25,25
2009,490035,Cambridge,King Open,3,Male,2,10,10,48,7,33,2,10,8,38,7,33,6,29,0,0,21,21
2009,490035,Cambridge,King Open,3,Female,4,15,10,38,10,38,2,8,6,23,13,50,6,23,1,4,26,26
2009,490035,Cambridge,King Open,3,Black,0,0,3,27,6,55,2,18,2,18,4,36,4,36,1,9,11,11
2009,490035,Cambridge,King Open,3,White,5,22,10,43,6,26,2,9,10,43,10,43,3,13,0,0,23,23
2009,490035,Cambridge,King Open,3,Title 1,6,13,20,43,17,36,4,9,14,30,20,43,12,26,1,2,47,47
2009,490040,Cambridge,Kennedy-Longfellow,3,All Students,5,17,10,34,11,38,3,10,4,14,9,31,8,28,8,28,29,29
2009,490040,Cambridge,Kennedy-Longfellow,3,Low Income,4,18,8,36,7,32,3,14,3,14,8,36,6,27,5,23,22,22
2009,490040,Cambridge,Kennedy-Longfellow,3,Male,2,14,6,43,5,36,1,7,2,14,5,36,4,29,3,21,14,14
2009,490040,Cambridge,Kennedy-Longfellow,3,Female,3,20,4,27,6,40,2,13,2,13,4,27,4,27,5,33,15,15
2009,490040,Cambridge,Kennedy-Longfellow,3,White,4,31,6,46,3,23,0,0,2,15,6,46,3,23,2,15,13,13
2009,490040,Cambridge,Kennedy-Longfellow,3,Title 1,5,17,10,34,11,38,3,10,4,14,9,31,8,28,8,28,29,29
2009,490045,Cambridge,Morse,3,All Students,3,8,14,38,20,54,0,0,2,5,10,27,19,51,6,16,37,37
2009,490045,Cambridge,Morse,3,Non-Low Income,1,7,7,50,6,43,0,0,1,7,4,29,8,57,1,7,14,14
2009,490045,Cambridge,Morse,3,Low Income,2,9,7,30,14,61,0,0,1,4,6,26,11,48,5,22,23,23
2009,490045,Cambridge,Morse,3,Male,2,11,5,26,12,63,0,0,1,5,3,16,12,63,3,16,19,19
2009,490045,Cambridge,Morse,3,Female,1,6,9,50,8,44,0,0,1,6,7,39,7,39,3,17,18,18
2009,490045,Cambridge,Morse,3,Black,0,0,7,44,9,56,0,0,0,0,4,25,9,56,3,19,16,16
2009,490045,Cambridge,Morse,3,Asian,2,20,3,30,5,50,0,0,2,20,3,30,3,30,2,20,10,10
2009,490045,Cambridge,Morse,3,Special Ed,0,0,1,10,9,90,0,0,0,0,1,10,9,90,0,0,10,10
2009,490045,Cambridge,Morse,3,Title 1,3,8,14,38,20,54,0,0,2,5,10,27,19,51,6,16,37,37
2009,490050,Cambridge,Peabody,3,All Students,16,40,17,43,6,15,1,3,21,53,15,38,3,8,1,3,40,40
2009,490050,Cambridge,Peabody,3,Non-Low Income,13,54,10,42,1,4,0,0,17,71,7,29,0,0,0,0,24,24
2009,490050,Cambridge,Peabody,3,Low Income,3,19,7,44,5,31,1,6,4,25,8,50,3,19,1,6,16,16
2009,490050,Cambridge,Peabody,3,Male,8,35,10,43,5,22,0,0,11,48,10,43,2,9,0,0,23,23
2009,490050,Cambridge,Peabody,3,Female,8,47,7,41,1,6,1,6,10,59,5,29,1,6,1,6,17,17
2009,490050,Cambridge,Peabody,3,Black,2,15,7,54,3,23,1,8,4,31,7,54,1,8,1,8,13,13
2009,490050,Cambridge,Peabody,3,White,11,58,6,32,2,11,0,0,13,68,5,26,1,5,0,0,19,19
2009,490050,Cambridge,Peabody,3,Special Ed,2,17,3,25,6,50,1,8,1,8,7,58,3,25,1,8,12,12
2009,490050,Cambridge,Peabody,3,Title 1,16,40,17,43,6,15,1,3,21,53,15,38,3,8,1,3,40,40
2009,490065,Cambridge,John M Tobin,3,All Students,0,0,14,61,7,30,2,9,5,22,7,30,8,35,3,13,23,23
2009,490065,Cambridge,John M Tobin,3,Low Income,0,0,8,57,4,29,2,14,1,7,5,36,6,43,2,14,14,14
2009,490065,Cambridge,John M Tobin,3,Male,0,0,5,45,5,45,1,9,2,18,2,18,5,45,2,18,11,11
2009,490065,Cambridge,John M Tobin,3,Female,0,0,9,75,2,17,1,8,3,25,5,42,3,25,1,8,12,12
2009,490065,Cambridge,John M Tobin,3,Black,0,0,5,45,4,36,2,18,1,9,3,27,5,45,2,18,11,11
2009,490065,Cambridge,John M Tobin,3,LEP/Formerly LEP,0,0,6,60,3,30,1,10,2,20,4,40,2,20,2,20,10,10
2009,490065,Cambridge,John M Tobin,3,Title 1,0,0,14,61,7,30,2,9,5,22,7,30,8,35,3,13,23,23
2009,490080,Cambridge,Graham and Parks,3,Non-Low Income,5,17,19,66,5,17,0,0,6,21,19,66,2,7,2,7,29,29
2009,490080,Cambridge,Graham and Parks,3,Low Income,2,13,4,25,4,25,6,38,2,13,4,25,9,56,1,6,16,16
2009,490080,Cambridge,Graham and Parks,3,Male,2,7,16,57,5,18,5,18,4,14,14,50,9,32,1,4,28,28
2009,490080,Cambridge,Graham and Parks,3,Female,5,29,7,41,4,24,1,6,4,24,9,53,2,12,2,12,17,17
2009,490080,Cambridge,Graham and Parks,3,Black,2,17,2,17,3,25,5,42,2,17,2,17,7,58,1,8,12,12
2009,490080,Cambridge,Graham and Parks,3,Asian,1,8,8,67,2,17,1,8,2,17,7,58,3,25,0,0,12,12
2009,490080,Cambridge,Graham and Parks,3,White,3,20,11,73,1,7,0,0,3,20,12,80,0,0,0,0,15,15
2009,490080,Cambridge,Graham and Parks,3,Special Ed,0,0,4,36,4,36,3,27,0,0,4,36,5,45,2,18,11,11
2009,490080,Cambridge,Graham and Parks,3,Non-Title 1,7,16,23,51,9,20,6,13,8,18,23,51,11,24,3,7,45,45
2009,490080,Cambridge,Graham and Parks,3,All Students,7,16,23,51,9,20,6,13,8,18,23,51,11,24,3,7,45,45
2009,490090,Cambridge,Fletcher/Maynard Academy,3,All Students,1,6,9,50,7,39,1,6,1,6,3,17,10,56,4,22,18,18
2009,490090,Cambridge,Fletcher/Maynard Academy,3,Low Income,0,0,7,54,5,38,1,8,0,0,3,23,7,54,3,23,13,13
2009,490090,Cambridge,Fletcher/Maynard Academy,3,Male,1,10,2,20,6,60,1,10,1,10,1,10,5,50,3,30,10,10
2009,490090,Cambridge,Fletcher/Maynard Academy,3,Black,1,9,4,36,5,45,1,9,1,9,1,9,7,64,2,18,11,11
2009,490090,Cambridge,Fletcher/Maynard Academy,3,Title 1,1,6,9,50,7,39,1,6,1,6,3,17,10,56,4,22,18,18
2010,490005,Cambridge,Maria L. Baldwin,3,All Students,11,26,17,40,14,33,0,0,18,43,18,43,5,12,1,2,42,42
2010,490005,Cambridge,Maria L. Baldwin,3,Non-Low Income,8,32,12,48,5,20,0,0,14,56,10,40,1,4,0,0,25,25
2010,490005,Cambridge,Maria L. Baldwin,3,Low Income,3,18,5,29,9,53,0,0,4,24,8,47,4,24,1,6,17,17
2010,490005,Cambridge,Maria L. Baldwin,3,Male,5,24,12,57,4,19,0,0,14,67,5,24,1,5,1,5,21,21
2010,490005,Cambridge,Maria L. Baldwin,3,Female,6,29,5,24,10,48,0,0,4,19,13,62,4,19,0,0,21,21
2010,490005,Cambridge,Maria L. Baldwin,3,White,6,32,9,47,4,21,0,0,11,58,7,37,1,5,0,0,19,19
2010,490005,Cambridge,Maria L. Baldwin,3,Non-Title 1,11,26,17,40,14,33,0,0,18,43,18,43,5,12,1,2,42,42
2010,490006,Cambridge,Amigos School,3,All Students,4,12,14,41,10,29,6,18,9,26,11,32,4,12,10,29,34,34
2010,490006,Cambridge,Amigos School,3,Non-Low Income,3,19,11,69,1,6,1,6,9,56,3,19,2,13,2,13,16,16
2010,490006,Cambridge,Amigos School,3,Low Income,1,6,3,17,9,50,5,28,0,0,8,44,2,11,8,44,18,18
2010,490006,Cambridge,Amigos School,3,Male,1,8,5,38,3,23,4,31,4,31,3,23,2,15,4,31,13,13
2010,490006,Cambridge,Amigos School,3,Female,3,14,9,43,7,33,2,10,5,24,8,38,2,10,6,29,21,21
2010,490006,Cambridge,Amigos School,3,Hispanic/Latino,1,4,7,30,10,43,5,22,2,9,9,39,3,13,9,39,23,23
2010,490006,Cambridge,Amigos School,3,LEP/Formerly LEP,0,0,0,0,7,70,3,30,0,0,2,20,2,20,6,60,10,10
2010,490006,Cambridge,Amigos School,3,Special Ed,1,10,0,0,4,40,5,50,1,10,0,0,2,20,7,70,10,10
2010,490006,Cambridge,Amigos School,3,Title 1,4,12,14,41,10,29,6,18,9,26,11,32,4,12,10,29,34,34
2010,490007,Cambridge,Cambridgeport,3,All Students,4,13,13,42,11,35,3,10,8,26,12,39,10,32,1,3,31,31
2010,490007,Cambridge,Cambridgeport,3,Non-Low Income,3,19,7,44,5,31,1,6,6,38,7,44,3,19,0,0,16,16
2010,490007,Cambridge,Cambridgeport,3,Low Income,1,7,6,40,6,40,2,13,2,13,5,33,7,47,1,7,15,15
2010,490007,Cambridge,Cambridgeport,3,Male,3,20,4,27,6,40,2,13,6,40,3,20,6,40,0,0,15,15
2010,490007,Cambridge,Cambridgeport,3,Female,1,6,9,56,5,31,1,6,2,13,9,56,4,25,1,6,16,16
2010,490007,Cambridge,Cambridgeport,3,White,4,31,6,46,3,23,0,0,6,46,6,46,1,8,0,0,13,13
2010,490007,Cambridge,Cambridgeport,3,Non-Title 1,4,13,13,42,11,35,3,10,8,26,12,39,10,32,1,3,31,31
2010,490020,Cambridge,Haggerty,3,All Students,10,26,17,45,6,16,5,13,11,29,15,39,8,21,4,11,38,38
2010,490020,Cambridge,Haggerty,3,Non-Low Income,8,35,13,57,1,4,1,4,10,43,8,35,4,17,1,4,23,23
2010,490020,Cambridge,Haggerty,3,Low Income,2,13,4,27,5,33,4,27,1,7,7,47,4,27,3,20,15,15
2010,490020,Cambridge,Haggerty,3,Male,4,18,9,41,5,23,4,18,4,18,8,36,7,32,3,14,22,22
2010,490020,Cambridge,Haggerty,3,Female,6,38,8,50,1,6,1,6,7,44,7,44,1,6,1,6,16,16
2010,490020,Cambridge,Haggerty,3,White,5,33,6,40,2,13,2,13,4,27,7,47,2,13,2,13,15,15
2010,490020,Cambridge,Haggerty,3,Special Ed,0,0,3,27,3,27,5,45,0,0,1,9,6,55,4,36,11,11
2010,490020,Cambridge,Haggerty,3,Non-Title 1,10,26,17,45,6,16,5,13,11,29,15,39,8,21,4,11,38,38
2010,490030,Cambridge,Martin Luther King Jr.,3,All Students,1,6,8,44,6,33,3,17,4,22,6,33,4,22,4,22,18,18
2010,490030,Cambridge,Martin Luther King Jr.,3,Low Income,0,0,7,47,6,40,2,13,4,27,4,27,4,27,3,20,15,15
2010,490030,Cambridge,Martin Luther King Jr.,3,Male,0,0,4,40,3,30,3,30,2,20,3,30,3,30,2,20,10,10
2010,490030,Cambridge,Martin Luther King Jr.,3,Black,0,0,5,42,4,33,3,25,1,8,4,33,4,33,3,25,12,12
2010,490030,Cambridge,Martin Luther King Jr.,3,Title 1,1,6,8,44,6,33,3,17,4,22,6,33,4,22,4,22,18,18
2010,490035,Cambridge,King Open,3,All Students,9,17,21,40,17,33,5,10,10,19,22,42,15,29,5,10,52,52
2010,490035,Cambridge,King Open,3,Non-Low Income,8,31,11,42,4,15,3,12,8,31,14,54,2,8,2,8,26,26
2010,490035,Cambridge,King Open,3,Low Income,1,4,10,38,13,50,2,8,2,8,8,31,13,50,3,12,26,26
2010,490035,Cambridge,King Open,3,Male,5,14,16,46,9,26,5,14,9,26,13,37,9,26,4,11,35,35
2010,490035,Cambridge,King Open,3,Female,4,24,5,29,8,47,0,0,1,6,9,53,6,35,1,6,17,17
2010,490035,Cambridge,King Open,3,Black,1,9,2,18,6,55,2,18,1,9,2,18,7,64,1,9,11,11
2010,490035,Cambridge,King Open,3,White,5,19,14,54,5,19,2,8,7,27,13,50,3,12,3,12,26,26
2010,490035,Cambridge,King Open,3,Special Ed,0,0,3,19,8,50,5,31,0,0,6,38,6,38,4,25,16,16
2010,490035,Cambridge,King Open,3,Title 1,9,17,21,40,17,33,5,10,10,19,22,42,15,29,5,10,52,52
2010,490040,Cambridge,Kennedy-Longfellow,3,All Students,2,11,11,61,5,28,0,0,7,39,9,50,1,6,1,6,18,18
2010,490040,Cambridge,Kennedy-Longfellow,3,Low Income,2,15,7,54,4,31,0,0,4,31,8,62,0,0,1,8,13,13
2010,490040,Cambridge,Kennedy-Longfellow,3,Female,2,18,6,55,3,27,0,0,2,18,8,73,1,9,0,0,11,11
2010,490040,Cambridge,Kennedy-Longfellow,3,Title 1,2,11,11,61,5,28,0,0,7,39,9,50,1,6,1,6,18,18
2010,490045,Cambridge,Morse,3,All Students,8,19,18,42,12,28,5,12,10,23,18,42,10,23,5,12,43,43
2010,490045,Cambridge,Morse,3,Non-Low Income,6,24,12,48,6,24,1,4,7,28,12,48,5,20,1,4,25,25
2010,490045,Cambridge,Morse,3,Low Income,2,11,6,33,6,33,4,22,3,17,6,33,5,28,4,22,18,18
2010,490045,Cambridge,Morse,3,Male,4,17,9,39,7,30,3,13,6,26,9,39,6,26,2,9,23,23
